Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method,Year,Month,Month_Name,Day,Weekday
4005,Flannel Shirt,191,3/23/2023,3.5,Cash,2023,3,Mar,23,Thursday
3963,Dress,42,10/19/2022,3.3,Cash,2022,10,Oct,19,Wednesday
4108,Blouse,135,1/25/2023,3.1,Cash,2023,1,Jan,25,Wednesday
3973,Umbrella,57,7/12/2023,3,Cash,2023,7,Jul,12,Wednesday
4095,Sun Hat,74,7/15/2023,1.3,Credit Card,2023,7,Jul,15,Saturday
4121,Overalls,132,2/24/2023,2.1,Cash,2023,2,Feb,24,Friday
4093,Shorts,157,8/17/2023,1,Cash,2023,8,Aug,17,Thursday
4072,Onesie,23,1/9/2023,2.4,Cash,2023,1,Jan,9,Monday
3966,Polo Shirt,87,1/8/2023,3.3,Cash,2023,1,Jan,8,Sunday
4043,Scarf,165,2/5/2023,1.7,Credit Card,2023,2,Feb,5,Sunday
3967,Coat,168,4/21/2023,4.9,Credit Card,2023,4,Apr,21,Friday
4060,Tunic,143,12/24/2022,4.2,Credit Card,2022,12,Dec,24,Saturday
3987,Wallet,123,8/1/2023,2.5,Credit Card,2023,8,Aug,1,Tuesday
4090,Hoodie,88,12/8/2022,2,Cash,2022,12,Dec,8,Thursday
4074,Skirt,25,10/5/2022,3.6,Credit Card,2022,10,Oct,5,Wednesday
4094,Belt,199,7/4/2023,1.8,Credit Card,2023,7,Jul,4,Tuesday
4016,Coat,179,7/17/2023,1.7,Credit Card,2023,7,Jul,17,Monday
3966,Pajamas,151,8/28/2023,1.8,Credit Card,2023,8,Aug,28,Monday
3961,Gloves,162,12/5/2022,3,Credit Card,2022,12,Dec,5,Monday
4077,Camisole,18,2/16/2023,2.4,Cash,2023,2,Feb,16,Thursday
4115,Sandals,190,2/17/2023,2.8,Cash,2023,2,Feb,17,Friday
3968,Wallet,126,11/17/2022,4.3,Credit Card,2022,11,Nov,17,Thursday
3990,Wallet,77,7/25/2023,2.5,Credit Card,2023,7,Jul,25,Tuesday
3960,Shorts,170,10/31/2022,1.8,Cash,2022,10,Oct,31,Monday
4001,Wallet,60,5/17/2023,2.4,Cash,2023,5,May,17,Wednesday
4118,Blouse,149,3/21/2023,4.2,Cash,2023,3,Mar,21,Tuesday
3969,Polo Shirt,48,8/4/2023,3.8,Cash,2023,8,Aug,4,Friday
4035,Handbag,46,4/21/2023,4.3,Credit Card,2023,4,Apr,21,Friday
4113,Hoodie,155,8/5/2023,1.1,Credit Card,2023,8,Aug,5,Saturday
4000,Tank Top,122,8/12/2023,3.6,Cash,2023,8,Aug,12,Saturday
3973,Gloves,189,10/30/2022,2.5,Credit Card,2022,10,Oct,30,Sunday
3984,Sunglasses,79,12/1/2022,3.4,Cash,2022,12,Dec,1,Thursday
4084,Loafers,163,2/3/2023,3.5,Credit Card,2023,2,Feb,3,Friday
4114,Backpack,92,4/25/2023,2.3,Credit Card,2023,4,Apr,25,Tuesday
4013,Trousers,16,1/11/2023,1.4,Credit Card,2023,1,Jan,11,Wednesday
4008,Romper,157,6/5/2023,1.7,Credit Card,2023,6,Jun,5,Monday
4043,Poncho,182,3/9/2023,2.8,Cash,2023,3,Mar,9,Thursday
4059,Camisole,157,7/30/2023,2.7,Cash,2023,7,Jul,30,Sunday
3987,Backpack,130,2/21/2023,2.5,Credit Card,2023,2,Feb,21,Tuesday
4104,Backpack,123,12/22/2022,3.7,Credit Card,2022,12,Dec,22,Thursday
4096,Sun Hat,56,11/4/2022,4.9,Cash,2022,11,Nov,4,Friday
3992,Belt,121,10/9/2022,4.1,Credit Card,2022,10,Oct,9,Sunday
4039,Gloves,135,4/16/2023,3,Credit Card,2023,4,Apr,16,Sunday
4011,Gloves,130,1/3/2023,4.1,Cash,2023,1,Jan,3,Tuesday
3968,Sandals,95,8/2/2023,2.6,Credit Card,2023,8,Aug,2,Wednesday
4001,Cardigan,94,8/26/2023,4.7,Credit Card,2023,8,Aug,26,Saturday
4042,Hoodie,136,11/18/2022,4.9,Credit Card,2022,11,Nov,18,Friday
3973,Shorts,112,7/18/2023,1.8,Cash,2023,7,Jul,18,Tuesday
3987,Hoodie,150,1/14/2023,4,Cash,2023,1,Jan,14,Saturday
4063,Slippers,39,8/16/2023,4.1,Credit Card,2023,8,Aug,16,Wednesday
4000,Socks,113,11/21/2022,2.8,Cash,2022,11,Nov,21,Monday
4051,Poncho,10,7/29/2023,1,Cash,2023,7,Jul,29,Saturday
4098,Shorts,148,12/8/2022,4.5,Credit Card,2022,12,Dec,8,Thursday
3999,Sunglasses,23,1/2/2023,1.3,Cash,2023,1,Jan,2,Monday
4105,Leggings,23,11/9/2022,3.7,Credit Card,2022,11,Nov,9,Wednesday
3967,Pajamas,150,9/26/2023,2.5,Credit Card,2023,9,Sep,26,Tuesday
3982,Poncho,188,11/22/2022,3.7,Credit Card,2022,11,Nov,22,Tuesday
4118,T-shirt,17,6/5/2023,4.7,Cash,2023,6,Jun,5,Monday
4113,Blazer,165,4/10/2023,4.3,Cash,2023,4,Apr,10,Monday
4053,Sweater,191,1/28/2023,4.1,Credit Card,2023,1,Jan,28,Saturday
3961,Polo Shirt,151,12/6/2022,4.1,Credit Card,2022,12,Dec,6,Tuesday
4081,Socks,67,5/6/2023,4.1,Credit Card,2023,5,May,6,Saturday
3977,Pajamas,39,2/19/2023,4.3,Credit Card,2023,2,Feb,19,Sunday
3958,Belt,40,6/1/2023,2.7,Cash,2023,6,Jun,1,Thursday
3958,Leggings,49,3/14/2023,1.3,Cash,2023,3,Mar,14,Tuesday
4002,Jumpsuit,193,12/18/2022,4,Credit Card,2022,12,Dec,18,Sunday
3979,Swimsuit,190,9/8/2023,1.9,Cash,2023,9,Sep,8,Friday
4108,Umbrella,133,6/19/2023,4.1,Credit Card,2023,6,Jun,19,Monday
4029,Blouse,72,8/20/2023,2.4,Credit Card,2023,8,Aug,20,Sunday
4063,Flannel Shirt,47,4/24/2023,3.4,Credit Card,2023,4,Apr,24,Monday
4078,Wallet,163,2/7/2023,4.7,Credit Card,2023,2,Feb,7,Tuesday
3989,Loafers,44,4/16/2023,1.6,Cash,2023,4,Apr,16,Sunday
4009,Slippers,80,11/23/2022,1.8,Cash,2022,11,Nov,23,Wednesday
3993,Gloves,116,12/13/2022,2.4,Credit Card,2022,12,Dec,13,Tuesday
4120,Skirt,139,9/26/2023,2.7,Credit Card,2023,9,Sep,26,Tuesday
4026,Vest,10,10/15/2022,2.5,Credit Card,2022,10,Oct,15,Saturday
4090,T-shirt,86,8/15/2023,1.1,Cash,2023,8,Aug,15,Tuesday
4072,Polo Shirt,158,5/7/2023,2.7,Credit Card,2023,5,May,7,Sunday
4062,Overalls,135,12/2/2022,3.7,Cash,2022,12,Dec,2,Friday
4018,Leggings,124,5/19/2023,2.9,Credit Card,2023,5,May,19,Friday
4113,Cardigan,149,10/15/2022,1.4,Cash,2022,10,Oct,15,Saturday
3966,Gloves,92,10/4/2022,4.2,Credit Card,2022,10,Oct,4,Tuesday
4003,Umbrella,108,8/1/2023,3.3,Cash,2023,8,Aug,1,Tuesday
4084,Overalls,115,12/22/2022,2.8,Credit Card,2022,12,Dec,22,Thursday
3979,Loafers,190,7/1/2023,4.1,Cash,2023,7,Jul,1,Saturday
4117,Cardigan,107,2/16/2023,2,Credit Card,2023,2,Feb,16,Thursday
4034,Pants,179,3/12/2023,3.4,Cash,2023,3,Mar,12,Sunday
4046,Poncho,176,12/11/2022,2.8,Cash,2022,12,Dec,11,Sunday
4064,Wallet,136,2/17/2023,2.9,Credit Card,2023,2,Feb,17,Friday
3958,Tank Top,42,11/2/2022,3.1,Credit Card,2022,11,Nov,2,Wednesday
4099,Dress,161,1/7/2023,4.1,Cash,2023,1,Jan,7,Saturday
4017,Loafers,35,12/26/2022,3.1,Cash,2022,12,Dec,26,Monday
4006,Leggings,122,9/28/2023,3.7,Credit Card,2023,9,Sep,28,Thursday
4092,Trench Coat,13,11/3/2022,3.4,Credit Card,2022,11,Nov,3,Thursday
3981,Tank Top,114,4/1/2023,4.3,Cash,2023,4,Apr,1,Saturday
4115,Shorts,49,9/20/2023,2.8,Cash,2023,9,Sep,20,Wednesday
4095,Romper,77,3/20/2023,1.5,Credit Card,2023,3,Mar,20,Monday
4086,Sunglasses,187,4/1/2023,2.5,Cash,2023,4,Apr,1,Saturday
4013,Onesie,30,10/7/2022,3.7,Cash,2022,10,Oct,7,Friday
4075,Handbag,182,3/13/2023,2.3,Credit Card,2023,3,Mar,13,Monday
4117,Scarf,107,11/19/2022,4.3,Credit Card,2022,11,Nov,19,Saturday
4010,Kimono,170,2/17/2023,1.7,Cash,2023,2,Feb,17,Friday
4027,Cardigan,134,1/17/2023,1.1,Cash,2023,1,Jan,17,Tuesday
3970,Romper,19,12/12/2022,3.5,Cash,2022,12,Dec,12,Monday
4006,Pajamas,70,11/22/2022,2.4,Cash,2022,11,Nov,22,Tuesday
3995,Trousers,33,8/25/2023,2,Credit Card,2023,8,Aug,25,Friday
4002,Scarf,123,1/31/2023,3.5,Credit Card,2023,1,Jan,31,Tuesday
3968,Gloves,17,10/27/2022,3.8,Credit Card,2022,10,Oct,27,Thursday
4122,Poncho,85,5/16/2023,3.9,Cash,2023,5,May,16,Tuesday
4050,Sweater,120,6/7/2023,2.8,Cash,2023,6,Jun,7,Wednesday
4010,Hat,154,5/26/2023,1.6,Credit Card,2023,5,May,26,Friday
4068,Kimono,56,8/24/2023,3.6,Credit Card,2023,8,Aug,24,Thursday
4114,Blazer,168,5/28/2023,4,Cash,2023,5,May,28,Sunday
4073,Wallet,137,8/7/2023,1.1,Cash,2023,8,Aug,7,Monday
3968,Coat,46,12/5/2022,2,Credit Card,2022,12,Dec,5,Monday
3983,Jeans,173,4/11/2023,4.5,Cash,2023,4,Apr,11,Tuesday
3970,Sun Hat,75,9/21/2023,2.7,Cash,2023,9,Sep,21,Thursday
4094,Vest,129,2/7/2023,1.8,Credit Card,2023,2,Feb,7,Tuesday
4002,Trousers,183,12/8/2022,2.2,Credit Card,2022,12,Dec,8,Thursday
3997,Belt,28,12/19/2022,4.4,Credit Card,2022,12,Dec,19,Monday
3964,Umbrella,98,11/18/2022,4.2,Cash,2022,11,Nov,18,Friday
4081,Onesie,86,6/15/2023,2.9,Credit Card,2023,6,Jun,15,Thursday
4088,Raincoat,118,7/8/2023,2.7,Credit Card,2023,7,Jul,8,Saturday
3986,Tunic,126,1/30/2023,4.1,Cash,2023,1,Jan,30,Monday
3975,Vest,60,9/29/2023,3.7,Credit Card,2023,9,Sep,29,Friday
4017,Vest,133,2/9/2023,4.6,Cash,2023,2,Feb,9,Thursday
4108,Flannel Shirt,101,9/12/2023,1.1,Cash,2023,9,Sep,12,Tuesday
4105,Camisole,189,3/15/2023,1.5,Credit Card,2023,3,Mar,15,Wednesday
4040,Cardigan,178,9/25/2023,3.4,Cash,2023,9,Sep,25,Monday
4064,Cardigan,12,7/5/2023,2.3,Credit Card,2023,7,Jul,5,Wednesday
4007,Tank Top,185,11/27/2022,1.1,Cash,2022,11,Nov,27,Sunday
4040,Socks,22,7/31/2023,1.3,Credit Card,2023,7,Jul,31,Monday
4015,Tank Top,200,1/2/2023,3.8,Cash,2023,1,Jan,2,Monday
3985,Sun Hat,83,10/5/2022,3.4,Cash,2022,10,Oct,5,Wednesday
4040,Vest,68,3/5/2023,2.3,Credit Card,2023,3,Mar,5,Sunday
4015,Skirt,100,7/6/2023,4.7,Credit Card,2023,7,Jul,6,Thursday
4017,Leggings,183,6/11/2023,2.4,Credit Card,2023,6,Jun,11,Sunday
4062,Tunic,178,10/23/2022,2.8,Credit Card,2022,10,Oct,23,Sunday
4008,Slippers,45,5/10/2023,1.8,Credit Card,2023,5,May,10,Wednesday
4053,Sweater,170,6/11/2023,3.7,Cash,2023,6,Jun,11,Sunday
4013,Romper,89,8/22/2023,1.1,Cash,2023,8,Aug,22,Tuesday
3975,Blazer,18,4/15/2023,4.9,Credit Card,2023,4,Apr,15,Saturday
4077,Overalls,197,7/23/2023,3.2,Credit Card,2023,7,Jul,23,Sunday
4081,Coat,93,1/16/2023,2.5,Credit Card,2023,1,Jan,16,Monday
3970,Sunglasses,54,1/30/2023,2.3,Credit Card,2023,1,Jan,30,Monday
4068,Blouse,148,12/28/2022,1.1,Cash,2022,12,Dec,28,Wednesday
3994,Bowtie,103,7/30/2023,1.7,Credit Card,2023,7,Jul,30,Sunday
4012,Tank Top,79,7/30/2023,2.7,Cash,2023,7,Jul,30,Sunday
4113,Onesie,75,7/14/2023,1.1,Credit Card,2023,7,Jul,14,Friday
4073,Cardigan,133,5/10/2023,3.2,Credit Card,2023,5,May,10,Wednesday
4002,Pants,85,4/1/2023,1.9,Cash,2023,4,Apr,1,Saturday
4056,Scarf,96,11/19/2022,1.5,Cash,2022,11,Nov,19,Saturday
4052,Scarf,129,4/3/2023,4.4,Credit Card,2023,4,Apr,3,Monday
4074,Socks,67,10/31/2022,5,Credit Card,2022,10,Oct,31,Monday
4006,Poncho,195,12/25/2022,1.7,Credit Card,2022,12,Dec,25,Sunday
4118,Backpack,111,3/25/2023,4.1,Credit Card,2023,3,Mar,25,Saturday
4048,T-shirt,152,5/29/2023,2.6,Cash,2023,5,May,29,Monday
4026,Swimsuit,111,7/6/2023,4,Cash,2023,7,Jul,6,Thursday
4042,Sunglasses,126,2/27/2023,2.5,Credit Card,2023,2,Feb,27,Monday
3989,Skirt,182,5/11/2023,4.5,Credit Card,2023,5,May,11,Thursday
3965,Umbrella,107,2/19/2023,4,Credit Card,2023,2,Feb,19,Sunday
4102,Pants,105,10/31/2022,3.1,Cash,2022,10,Oct,31,Monday
4028,Belt,16,3/21/2023,2.9,Cash,2023,3,Mar,21,Tuesday
3991,Umbrella,153,8/23/2023,2.8,Cash,2023,8,Aug,23,Wednesday
3985,Coat,166,6/16/2023,1.7,Cash,2023,6,Jun,16,Friday
4076,Sweater,26,4/3/2023,3.1,Cash,2023,4,Apr,3,Monday
4074,Skirt,128,6/28/2023,2.9,Credit Card,2023,6,Jun,28,Wednesday
4064,Raincoat,87,6/30/2023,4.6,Credit Card,2023,6,Jun,30,Friday
4000,Onesie,39,1/8/2023,3.6,Credit Card,2023,1,Jan,8,Sunday
4013,Sweater,87,12/28/2022,3.5,Cash,2022,12,Dec,28,Wednesday
4032,Shorts,39,3/15/2023,3.5,Credit Card,2023,3,Mar,15,Wednesday
3997,Backpack,44,5/13/2023,4.8,Credit Card,2023,5,May,13,Saturday
4120,Trousers,104,9/30/2023,2,Credit Card,2023,9,Sep,30,Saturday
4113,Slippers,200,6/3/2023,2.9,Credit Card,2023,6,Jun,3,Saturday
4104,Pants,200,4/27/2023,4,Credit Card,2023,4,Apr,27,Thursday
4098,Handbag,116,12/29/2022,3.6,Credit Card,2022,12,Dec,29,Thursday
4015,Camisole,135,10/11/2022,4.5,Credit Card,2022,10,Oct,11,Tuesday
3979,Vest,81,6/19/2023,1.6,Cash,2023,6,Jun,19,Monday
4090,Dress,123,4/23/2023,4.7,Cash,2023,4,Apr,23,Sunday
4082,Shorts,70,6/5/2023,2.3,Credit Card,2023,6,Jun,5,Monday
4012,Boots,35,12/5/2022,4.6,Credit Card,2022,12,Dec,5,Monday
4108,Vest,104,9/4/2023,2.8,Cash,2023,9,Sep,4,Monday
4078,Kimono,175,7/28/2023,3.4,Cash,2023,7,Jul,28,Friday
4075,Blazer,111,12/27/2022,4.2,Cash,2022,12,Dec,27,Tuesday
4028,Tank Top,41,4/5/2023,3,Credit Card,2023,4,Apr,5,Wednesday
3960,Loafers,126,3/7/2023,3.4,Credit Card,2023,3,Mar,7,Tuesday
4020,Backpack,173,8/24/2023,2.8,Cash,2023,8,Aug,24,Thursday
4020,Poncho,15,3/14/2023,1,Credit Card,2023,3,Mar,14,Tuesday
4068,Jumpsuit,42,11/12/2022,4.5,Cash,2022,11,Nov,12,Saturday
4105,Tank Top,62,7/28/2023,4.4,Credit Card,2023,7,Jul,28,Friday
4108,Wallet,63,12/27/2022,2,Credit Card,2022,12,Dec,27,Tuesday
3995,Hoodie,69,7/13/2023,1.5,Credit Card,2023,7,Jul,13,Thursday
4103,Jumpsuit,47,12/22/2022,3.6,Credit Card,2022,12,Dec,22,Thursday
3958,Overalls,162,12/29/2022,1.1,Cash,2022,12,Dec,29,Thursday
3968,Pajamas,47,3/30/2023,2.6,Credit Card,2023,3,Mar,30,Thursday
3967,Sneakers,148,10/6/2022,4.1,Credit Card,2022,10,Oct,6,Thursday
4077,Handbag,54,11/25/2022,3.9,Credit Card,2022,11,Nov,25,Friday
3965,Bowtie,43,1/3/2023,1.5,Credit Card,2023,1,Jan,3,Tuesday
4092,T-shirt,70,9/6/2023,4,Credit Card,2023,9,Sep,6,Wednesday
4057,Shorts,14,8/23/2023,1.7,Cash,2023,8,Aug,23,Wednesday
4072,Shorts,144,3/4/2023,1.4,Credit Card,2023,3,Mar,4,Saturday
3978,Wallet,102,7/11/2023,2,Credit Card,2023,7,Jul,11,Tuesday
4099,Trench Coat,37,4/30/2023,2.8,Cash,2023,4,Apr,30,Sunday
3960,Gloves,66,1/6/2023,3.8,Cash,2023,1,Jan,6,Friday
4061,Jeans,21,7/30/2023,3.4,Credit Card,2023,7,Jul,30,Sunday
4012,Slippers,178,2/7/2023,1.6,Cash,2023,2,Feb,7,Tuesday
3990,Sunglasses,127,1/2/2023,1.9,Cash,2023,1,Jan,2,Monday
4048,Sunglasses,17,8/28/2023,2.5,Cash,2023,8,Aug,28,Monday
4018,Sneakers,112,11/17/2022,3.5,Credit Card,2022,11,Nov,17,Thursday
4122,Tank Top,37,12/27/2022,2.8,Cash,2022,12,Dec,27,Tuesday
3980,Poncho,123,12/24/2022,4,Credit Card,2022,12,Dec,24,Saturday
4035,Hat,26,11/15/2022,1.1,Credit Card,2022,11,Nov,15,Tuesday
4074,Onesie,159,7/20/2023,2,Credit Card,2023,7,Jul,20,Thursday
4103,Backpack,93,7/22/2023,4,Credit Card,2023,7,Jul,22,Saturday
4106,Tank Top,162,12/30/2022,2.6,Cash,2022,12,Dec,30,Friday
3963,Belt,126,8/2/2023,1.7,Credit Card,2023,8,Aug,2,Wednesday
4073,Blazer,120,10/7/2022,1.6,Cash,2022,10,Oct,7,Friday
3992,Blouse,177,8/8/2023,4.5,Cash,2023,8,Aug,8,Tuesday
4060,Skirt,151,9/26/2023,1.7,Cash,2023,9,Sep,26,Tuesday
4004,Leggings,65,9/2/2023,1.7,Cash,2023,9,Sep,2,Saturday
4051,Jacket,68,5/3/2023,1.1,Credit Card,2023,5,May,3,Wednesday
4117,Romper,126,4/21/2023,2.4,Credit Card,2023,4,Apr,21,Friday
4075,Polo Shirt,196,12/28/2022,1.9,Credit Card,2022,12,Dec,28,Wednesday
3957,Vest,180,5/17/2023,3.6,Cash,2023,5,May,17,Wednesday
4117,Tank Top,49,10/22/2022,2.8,Credit Card,2022,10,Oct,22,Saturday
3975,Jeans,131,12/9/2022,4.6,Credit Card,2022,12,Dec,9,Friday
4042,Sun Hat,33,4/24/2023,3.1,Credit Card,2023,4,Apr,24,Monday
4092,Polo Shirt,200,10/2/2022,1.8,Credit Card,2022,10,Oct,2,Sunday
3965,Flannel Shirt,43,2/13/2023,2.6,Cash,2023,2,Feb,13,Monday
4066,Jacket,153,10/28/2022,1.3,Credit Card,2022,10,Oct,28,Friday
4026,Flannel Shirt,41,7/26/2023,3.1,Credit Card,2023,7,Jul,26,Wednesday
4113,Slippers,180,4/4/2023,4.5,Credit Card,2023,4,Apr,4,Tuesday
4095,Polo Shirt,118,5/10/2023,1.2,Credit Card,2023,5,May,10,Wednesday
4104,Romper,194,1/9/2023,2,Cash,2023,1,Jan,9,Monday
3977,Shorts,89,11/5/2022,3.6,Cash,2022,11,Nov,5,Saturday
4115,Tunic,157,6/3/2023,3.8,Cash,2023,6,Jun,3,Saturday
4042,Tunic,49,2/24/2023,1.2,Cash,2023,2,Feb,24,Friday
3971,Scarf,67,8/29/2023,3.2,Cash,2023,8,Aug,29,Tuesday
4050,Shorts,104,10/11/2022,4.3,Credit Card,2022,10,Oct,11,Tuesday
3985,Loafers,67,8/12/2023,3.1,Credit Card,2023,8,Aug,12,Saturday
4050,Hat,169,10/27/2022,3.3,Cash,2022,10,Oct,27,Thursday
4076,T-shirt,174,11/14/2022,2.9,Credit Card,2022,11,Nov,14,Monday
4115,Sun Hat,165,7/23/2023,4.1,Credit Card,2023,7,Jul,23,Sunday
3967,Bowtie,187,1/22/2023,3.5,Credit Card,2023,1,Jan,22,Sunday
4050,Leggings,56,2/4/2023,1.5,Credit Card,2023,2,Feb,4,Saturday
4001,Dress,99,1/12/2023,3.2,Credit Card,2023,1,Jan,12,Thursday
4100,Sunglasses,154,8/15/2023,3.3,Credit Card,2023,8,Aug,15,Tuesday
3974,Scarf,27,12/31/2022,1.4,Cash,2022,12,Dec,31,Saturday
4009,Coat,17,12/23/2022,4.2,Credit Card,2022,12,Dec,23,Friday
4018,Sandals,97,11/18/2022,3.4,Cash,2022,11,Nov,18,Friday
3986,Dress,93,8/1/2023,3.1,Cash,2023,8,Aug,1,Tuesday
4079,Hoodie,155,1/23/2023,2.2,Credit Card,2023,1,Jan,23,Monday
4105,Shorts,23,4/15/2023,2,Credit Card,2023,4,Apr,15,Saturday
4014,Blazer,22,9/22/2023,2.8,Cash,2023,9,Sep,22,Friday
4039,Swimsuit,79,10/25/2022,4.8,Credit Card,2022,10,Oct,25,Tuesday
4047,Polo Shirt,118,5/4/2023,2.3,Credit Card,2023,5,May,4,Thursday
4025,Coat,123,10/12/2022,2.9,Credit Card,2022,10,Oct,12,Wednesday
4085,Belt,65,6/29/2023,1.3,Credit Card,2023,6,Jun,29,Thursday
4065,Wallet,39,12/14/2022,2.2,Cash,2022,12,Dec,14,Wednesday
4027,T-shirt,38,5/26/2023,2.8,Cash,2023,5,May,26,Friday
3970,Boots,183,6/7/2023,3.2,Credit Card,2023,6,Jun,7,Wednesday
3973,Blazer,144,9/4/2023,4.1,Cash,2023,9,Sep,4,Monday
4052,Dress,21,10/21/2022,1.9,Cash,2022,10,Oct,21,Friday
4045,Flannel Shirt,163,3/15/2023,2.3,Cash,2023,3,Mar,15,Wednesday
4081,Wallet,64,2/22/2023,3.4,Credit Card,2023,2,Feb,22,Wednesday
4085,Polo Shirt,75,4/24/2023,1.6,Credit Card,2023,4,Apr,24,Monday
4091,Bowtie,40,11/27/2022,4.1,Cash,2022,11,Nov,27,Sunday
4077,Sunglasses,54,5/4/2023,1.6,Cash,2023,5,May,4,Thursday
4093,Tank Top,68,6/1/2023,4.2,Cash,2023,6,Jun,1,Thursday
4031,Leggings,181,5/13/2023,2.1,Cash,2023,5,May,13,Saturday
4072,Flannel Shirt,28,12/7/2022,2.9,Cash,2022,12,Dec,7,Wednesday
4115,Raincoat,199,4/20/2023,2.2,Credit Card,2023,4,Apr,20,Thursday
4005,Trench Coat,90,9/29/2023,2.7,Credit Card,2023,9,Sep,29,Friday
4074,Scarf,156,6/28/2023,2.7,Credit Card,2023,6,Jun,28,Wednesday
3979,Tank Top,173,4/1/2023,2.6,Credit Card,2023,4,Apr,1,Saturday
3977,Skirt,39,10/7/2022,2.4,Credit Card,2022,10,Oct,7,Friday
4057,Wallet,93,10/9/2022,4.9,Cash,2022,10,Oct,9,Sunday
4030,Boots,127,3/17/2023,1.8,Cash,2023,3,Mar,17,Friday
3976,Dress,102,1/26/2023,2.2,Cash,2023,1,Jan,26,Thursday
3999,Pants,72,12/29/2022,2.3,Credit Card,2022,12,Dec,29,Thursday
4027,Blazer,112,1/12/2023,1.8,Credit Card,2023,1,Jan,12,Thursday
3985,Scarf,111,2/17/2023,3,Credit Card,2023,2,Feb,17,Friday
3994,Blouse,200,5/6/2023,1.4,Credit Card,2023,5,May,6,Saturday
4084,Loafers,95,11/17/2022,2.3,Credit Card,2022,11,Nov,17,Thursday
3995,Sun Hat,29,5/17/2023,3.9,Cash,2023,5,May,17,Wednesday
4009,Scarf,39,5/7/2023,4.9,Credit Card,2023,5,May,7,Sunday
4117,Raincoat,99,12/16/2022,3.8,Credit Card,2022,12,Dec,16,Friday
3962,Sneakers,175,1/24/2023,2.9,Cash,2023,1,Jan,24,Tuesday
4032,Blouse,70,9/11/2023,3.4,Cash,2023,9,Sep,11,Monday
4095,Flip-Flops,54,1/15/2023,2.1,Credit Card,2023,1,Jan,15,Sunday
3990,Belt,177,1/11/2023,4.7,Credit Card,2023,1,Jan,11,Wednesday
4045,Sun Hat,170,11/29/2022,2.3,Credit Card,2022,11,Nov,29,Tuesday
4064,Sandals,154,10/8/2022,2.7,Cash,2022,10,Oct,8,Saturday
4070,Sandals,124,8/27/2023,1.6,Cash,2023,8,Aug,27,Sunday
4122,Pajamas,154,8/14/2023,1.8,Credit Card,2023,8,Aug,14,Monday
4031,Coat,170,2/23/2023,3.3,Cash,2023,2,Feb,23,Thursday
4005,Vest,122,10/1/2023,2,Cash,2023,10,Oct,1,Sunday
4016,Sandals,161,3/4/2023,1.3,Cash,2023,3,Mar,4,Saturday
4122,Belt,89,1/12/2023,4.4,Credit Card,2023,1,Jan,12,Thursday
4042,Tank Top,19,11/21/2022,2.8,Cash,2022,11,Nov,21,Monday
4105,Polo Shirt,29,3/29/2023,2.8,Cash,2023,3,Mar,29,Wednesday
4044,Scarf,33,2/20/2023,3.7,Credit Card,2023,2,Feb,20,Monday
4122,Jacket,139,2/26/2023,2,Credit Card,2023,2,Feb,26,Sunday
4040,Handbag,158,11/30/2022,1.1,Cash,2022,11,Nov,30,Wednesday
4081,Camisole,199,1/10/2023,2.6,Cash,2023,1,Jan,10,Tuesday
4108,Sneakers,125,5/25/2023,2.9,Cash,2023,5,May,25,Thursday
4097,Tank Top,92,5/27/2023,4.7,Cash,2023,5,May,27,Saturday
4070,Backpack,138,5/30/2023,1.1,Cash,2023,5,May,30,Tuesday
3990,Sunglasses,97,4/5/2023,3.5,Cash,2023,4,Apr,5,Wednesday
4035,Wallet,31,6/3/2023,3.3,Cash,2023,6,Jun,3,Saturday
4000,Backpack,54,5/5/2023,4.1,Cash,2023,5,May,5,Friday
4015,Loafers,122,5/6/2023,1.4,Cash,2023,5,May,6,Saturday
4080,Coat,166,9/21/2023,3.4,Credit Card,2023,9,Sep,21,Thursday
4030,Pants,82,2/7/2023,2.7,Cash,2023,2,Feb,7,Tuesday
3969,Leggings,96,8/7/2023,2.8,Cash,2023,8,Aug,7,Monday
3994,Belt,23,2/28/2023,4,Credit Card,2023,2,Feb,28,Tuesday
4047,Pajamas,175,1/2/2023,1.3,Cash,2023,1,Jan,2,Monday
4029,Jeans,94,8/17/2023,2.4,Cash,2023,8,Aug,17,Thursday
3999,Boots,82,2/21/2023,2.7,Cash,2023,2,Feb,21,Tuesday
3998,Sneakers,164,11/6/2022,1,Credit Card,2022,11,Nov,6,Sunday
4094,Shorts,95,6/1/2023,1.1,Credit Card,2023,6,Jun,1,Thursday
4003,Shorts,99,3/25/2023,1.9,Credit Card,2023,3,Mar,25,Saturday
4001,Umbrella,177,11/22/2022,2.3,Cash,2022,11,Nov,22,Tuesday
3996,Sun Hat,110,6/20/2023,3.7,Credit Card,2023,6,Jun,20,Tuesday
4017,Jacket,31,5/15/2023,4.5,Cash,2023,5,May,15,Monday
3986,Trousers,106,10/12/2022,1.6,Credit Card,2022,10,Oct,12,Wednesday
3967,Handbag,94,11/15/2022,1.8,Cash,2022,11,Nov,15,Tuesday
4038,Hoodie,181,6/12/2023,1.1,Credit Card,2023,6,Jun,12,Monday
4104,Swimsuit,199,8/15/2023,4.4,Cash,2023,8,Aug,15,Tuesday
3989,Trousers,144,8/13/2023,3.2,Credit Card,2023,8,Aug,13,Sunday
